City_ID,City,Country,Lat,Lng,Max Temp,Wind Speed,Current Description,Humidity,Cloudiness,Rain (inches),Snow (inches)
140,artvin,TR,41.17,41.83,80.6,6.93,few clouds,65,20,0.0,0
141,beringovskiy,RU,63.05,179.32,43.29,15.14,light rain,97,100,0.45,0
142,severo-kurilsk,RU,50.68,156.12,50.43,7.14,overcast clouds,81,96,0.0,0
143,nantucket,US,41.28,-70.1,66.0,4.7,mist,93,90,0.0,0
144,sao filipe,CV,14.9,-24.5,74.39,2.93,broken clouds,87,76,0.0,0
145,douentza,ML,15.0,-2.95,84.87,4.43,scattered clouds,55,48,0.0,0
146,marshall,US,34.38,-86.33,75.0,2.48,clear sky,94,1,0.0,0
147,kahului,US,20.89,-156.47,82.4,11.41,scattered clouds,58,40,0.0,0
148,port lincoln,AU,-34.73,135.87,56.48,10.89,overcast clouds,77,91,0.0,0
149,romilly-sur-seine,FR,48.51,3.73,60.8,8.05,broken clouds,72,83,0.0,0
150,constitucion,CL,-35.33,-72.42,49.21,2.59,broken clouds,83,68,0.0,0
151,riyadh,SA,24.69,46.72,95.0,5.82,clear sky,17,0,0.0,0
152,luau,AO,-10.71,22.22,58.03,6.71,clear sky,43,0,0.0,0
153,marathon,US,44.9,-89.77,71.6,3.36,clear sky,78,1,0.0,0
154,mar del plata,AR,-38.0,-57.56,48.99,9.17,broken clouds,93,75,0.0,0
155,conde,BR,-7.26,-34.91,71.08,8.99,clear sky,92,0,0.0,0
156,eskil,TR,38.4,33.41,82.85,7.78,clear sky,28,0,0.0,0
157,tasiilaq,GL,65.61,-37.64,46.4,1.63,overcast clouds,76,93,0.0,0
158,karpogory,RU,64.0,44.45,68.79,5.86,scattered clouds,65,49,0.0,0
159,ribeira grande,PT,38.52,-28.7,68.52,2.68,broken clouds,90,66,0.0,0
160,kaitangata,NZ,-46.28,169.85,46.99,1.99,overcast clouds,79,100,0.0,0
161,mathathane,BW,-22.27,28.75,54.57,8.88,clear sky,72,0,0.0,0
162,sinjai,ID,-5.12,120.25,82.53,8.99,light rain,76,30,0.37,0
163,zabki,PL,52.29,21.11,70.0,2.24,few clouds,82,11,0.0,0
164,norman wells,CA,65.28,-126.83,55.4,4.7,broken clouds,82,75,0.0,0
165,moindou,NC,-21.69,165.68,77.0,5.82,overcast clouds,53,87,0.0,0
166,nipawin,CA,53.37,-104.0,60.8,2.24,clear sky,87,1,0.0,0
167,sitka,US,57.05,-135.33,55.4,8.05,broken clouds,87,75,0.0,0
168,umrala,IN,21.83,71.82,94.28,2.1,moderate rain,53,53,1.74,0
169,tabas,IR,33.6,56.92,98.51,6.38,few clouds,9,16,0.0,0
170,fortuna,US,40.6,-124.16,55.0,5.82,clear sky,87,1,0.0,0
171,tuktoyaktuk,CA,69.45,-133.04,37.4,24.16,light rain,93,90,0.0,0
172,jackson,US,42.42,-122.83,69.8,6.93,clear sky,52,1,0.0,0
173,najran,SA,17.49,44.13,86.0,6.93,dust,37,40,0.0,0
174,da nang,VN,16.07,108.22,93.2,12.75,few clouds,56,20,0.0,0
175,porto torres,IT,40.84,8.4,73.4,8.05,broken clouds,69,75,0.0,0
176,narsaq,GL,60.92,-46.05,51.8,12.75,scattered clouds,34,37,0.0,0
177,dikson,RU,73.51,80.55,52.05,11.48,broken clouds,65,68,0.0,0
178,santos reyes nopala,MX,16.11,-97.16,70.16,2.86,light rain,85,57,0.52,0
179,plettenberg bay,ZA,-34.05,23.37,56.59,3.89,scattered clouds,42,33,0.0,0
180,hobart,AU,-42.88,147.33,55.0,6.93,broken clouds,76,75,0.0,0
181,koslan,RU,63.46,48.9,69.53,8.23,light rain,69,100,0.62,0
182,calvia,ES,39.57,2.51,71.01,2.24,clear sky,77,0,0.0,0
183,tilichiki,RU,60.47,166.1,44.82,7.54,light rain,96,100,0.61,0
184,bambous virieux,MU,-20.34,57.76,71.01,12.75,light intensity shower rain,83,40,0.0,0
185,lavrentiya,RU,65.58,-171.0,48.34,6.46,scattered clouds,68,35,0.0,0
186,mount pleasant,US,32.79,-79.86,77.0,4.27,clear sky,100,1,0.0,0
187,sembakung,ID,3.82,117.25,76.05,3.02,light rain,95,99,0.75,0
188,karaton,ID,-6.34,106.1,89.6,12.75,few clouds,59,20,0.0,0
189,jiaonan,CN,35.88,119.98,84.0,11.18,few clouds,61,20,0.0,0
190,nanortalik,GL,60.14,-45.24,40.98,9.01,scattered clouds,86,32,0.0,0
191,saint george,US,37.1,-113.58,86.0,13.87,clear sky,27,1,0.0,0
192,kapaa,US,22.08,-159.32,78.8,12.75,broken clouds,74,75,0.0,0
193,barrow,US,71.29,-156.79,39.2,16.11,clear sky,86,1,0.0,0
194,hasaki,JP,35.73,140.83,81.0,16.11,shower rain,74,75,0.0,0
195,escanaba,US,45.75,-87.06,64.0,3.36,clear sky,93,1,0.0,0
196,regina,CA,50.45,-104.62,69.01,13.87,overcast clouds,68,90,0.0,0
197,santiago del estero,AR,-27.8,-64.26,52.21,10.22,clear sky,60,0,0.0,0
198,altay,CN,47.87,88.12,79.93,7.85,clear sky,22,4,0.0,0
199,bima,ID,-8.47,118.72,89.67,4.68,scattered clouds,44,34,0.0,0
200,tromso,NO,69.65,18.96,48.2,16.11,broken clouds,70,75,0.0,0
201,carnarvon,AU,-24.87,113.63,86.0,12.75,clear sky,15,7,0.0,0
202,saskylakh,RU,71.92,114.08,58.77,14.92,broken clouds,48,59,0.0,0
203,ciudad valles,MX,21.98,-99.02,74.88,3.76,clear sky,91,3,0.0,0
204,kruisfontein,ZA,-34.0,24.73,50.07,5.39,broken clouds,50,63,0.0,0
205,hilo,US,19.73,-155.09,78.8,10.29,overcast clouds,74,90,0.0,0
206,salalah,OM,17.02,54.09,82.4,9.17,overcast clouds,88,90,0.0,0
207,san carlos de bariloche,AR,-41.15,-71.31,35.6,5.82,scattered clouds,94,40,0.0,0
208,burgeo,CA,47.62,-57.62,52.27,8.7,broken clouds,87,57,0.0,0
209,caravelas,BR,-17.71,-39.25,70.47,1.36,light rain,92,2,0.2,0
210,nome,US,64.5,-165.41,46.0,6.93,overcast clouds,93,90,0.0,0
211,panguna,PG,-6.32,155.48,75.54,2.62,moderate rain,93,72,1.36,0
212,peetri,EE,59.39,24.81,64.0,13.87,broken clouds,77,75,0.0,0
213,darhan,MN,49.49,105.92,82.69,4.85,clear sky,35,1,0.0,0
214,tiksi,RU,71.69,128.87,34.54,14.61,light rain,94,90,0.27,0
215,ucluelet,CA,48.93,-125.55,55.0,5.99,light rain,93,100,0.25,0
216,hakodate,JP,41.78,140.74,64.4,8.05,broken clouds,88,75,0.0,0
217,nikolskoye,RU,59.7,30.79,64.0,6.71,few clouds,63,20,0.0,0
218,rio gallegos,AR,-51.62,-69.22,24.8,3.36,mist,92,75,0.0,0
219,matara,LK,5.95,80.54,84.02,10.42,light rain,76,61,0.59,0
220,crowley,US,30.21,-92.37,73.99,4.21,light rain,97,76,0.36,0
221,provideniya,RU,64.38,-173.3,49.51,6.33,broken clouds,69,71,0.0,0
222,chifeng,CN,42.27,118.96,84.42,10.38,scattered clouds,41,26,0.0,0
223,port keats,AU,-14.25,129.55,87.94,13.82,broken clouds,30,65,0.0,0
224,wanning,CN,18.8,110.4,87.66,12.5,overcast clouds,71,95,0.0,0
225,lebu,CL,-37.62,-73.65,47.01,5.86,light rain,80,1,0.11,0
226,talnakh,RU,69.49,88.4,71.6,20.13,overcast clouds,35,89,0.0,0
227,cabo san lucas,MX,22.89,-109.91,82.0,7.96,broken clouds,77,68,0.0,0
228,beauvais,FR,49.42,2.0,59.0,12.75,overcast clouds,77,90,0.0,0
229,alice springs,AU,-23.7,133.88,60.8,14.99,overcast clouds,41,100,0.0,0
230,vostok,RU,46.49,135.88,78.62,7.0,scattered clouds,44,41,0.0,0
231,fort nelson,CA,58.81,-122.7,55.4,4.7,overcast clouds,87,90,0.0,0
232,egvekinot,RU,66.32,-179.17,49.26,5.28,overcast clouds,56,93,0.0,0
233,hirara,JP,24.8,125.28,89.6,9.17,broken clouds,70,75,0.0,0
234,yumen,CN,40.28,97.2,90.0,5.41,clear sky,11,0,0.0,0
235,yaan,NG,7.38,8.57,73.08,4.88,overcast clouds,96,100,0.0,0
236,saint-joseph,RE,-21.37,55.62,73.4,6.93,broken clouds,60,62,0.0,0
237,conakry,GN,9.54,-13.68,79.61,5.26,broken clouds,78,80,0.0,0
238,kristiansund,NO,63.11,7.73,46.4,3.36,clear sky,81,8,0.0,0
239,damavand,IR,35.72,52.06,84.2,11.41,few clouds,23,20,0.0,0
240,georgetown,MY,5.41,100.34,89.6,4.7,few clouds,66,20,0.0,0
241,zalalovo,HU,46.85,16.59,68.0,9.17,scattered clouds,72,25,0.0,0
242,mezen,RU,65.85,44.24,64.08,7.27,overcast clouds,82,91,0.0,0
243,tura,IN,25.52,90.22,84.42,3.04,moderate rain,84,96,1.55,0
244,singaparna,ID,-7.35,108.11,81.36,5.23,broken clouds,63,75,0.0,0
245,upernavik,GL,72.79,-56.15,36.25,12.1,overcast clouds,91,100,0.0,0
246,huangmei,CN,30.19,116.03,73.35,6.29,moderate rain,94,100,1.63,0
247,rawson,AR,-43.3,-65.1,40.33,14.9,clear sky,75,7,0.0,0
248,haines junction,CA,60.75,-137.51,61.63,2.44,overcast clouds,43,85,0.0,0
249,matay,EG,28.42,30.78,86.9,8.32,clear sky,31,0,0.0,0
250,sambava,MG,-14.27,50.17,73.38,11.7,light rain,83,100,0.13,0
251,melfi,IT,41.0,15.65,71.6,8.05,scattered clouds,88,40,0.0,0
252,buraydah,SA,26.33,43.98,95.0,10.29,clear sky,23,0,0.0,0
253,yablochnyy,RU,47.17,142.07,71.6,15.66,scattered clouds,68,30,0.0,0
254,thompson,CA,55.74,-97.86,60.8,5.26,clear sky,82,5,0.0,0
255,kabinda,CD,-6.13,24.48,70.56,8.41,clear sky,39,0,0.0,0
256,bolgatanga,GH,10.79,-0.85,76.78,10.8,overcast clouds,85,100,0.0,0
257,kashi,CN,39.45,75.98,86.0,11.18,scattered clouds,10,43,0.0,0
258,loukhi,RU,66.08,33.04,59.76,9.98,overcast clouds,55,96,0.0,0
259,sidmouth,GB,50.69,-3.24,62.01,5.01,overcast clouds,88,100,0.0,0
260,flinders,AU,-34.58,150.86,62.01,8.01,clear sky,42,0,0.0,0
261,biltine,TD,14.53,20.92,85.48,19.75,clear sky,50,4,0.0,0
262,kupang,ID,-10.17,123.58,89.6,26.4,scattered clouds,52,40,0.0,0
263,santiago,CL,-33.46,-70.65,48.2,6.93,moderate rain,87,99,1.98,0
264,misratah,LY,32.38,15.09,77.68,4.85,clear sky,74,0,0.0,0
265,inta,RU,66.03,60.17,69.8,8.52,clear sky,55,0,0.0,0
266,faya,SA,18.39,42.45,77.0,9.17,scattered clouds,38,35,0.0,0
267,catamarca,AR,-28.47,-65.79,51.01,1.99,clear sky,72,0,0.0,0
268,poum,NC,-20.23,164.02,70.77,8.77,broken clouds,71,80,0.0,0
269,maibong,IN,25.3,93.17,85.98,1.19,moderate rain,80,96,2.0,0
270,katsuura,JP,35.13,140.3,82.4,28.86,broken clouds,69,75,0.0,0
271,yeppoon,AU,-23.13,150.73,73.4,14.99,clear sky,20,0,0.0,0
272,sterling,US,39.01,-77.43,78.8,3.36,few clouds,65,20,0.0,0
273,broome,US,42.25,-75.83,68.0,2.77,scattered clouds,100,44,0.0,0
274,llangefni,GB,53.26,-4.31,57.2,17.22,light rain,100,100,0.0,0
275,alakurtti,RU,66.97,30.35,55.0,5.99,broken clouds,68,61,0.0,0
276,blind river,CA,46.18,-82.96,71.6,6.93,clear sky,68,1,0.0,0
277,souillac,MU,-20.52,57.52,69.8,12.75,light intensity shower rain,83,40,0.0,0
278,redlands,US,34.06,-117.18,79.0,3.36,clear sky,39,1,0.0,0
279,fernandez,AR,-27.92,-63.89,52.54,10.45,clear sky,60,0,0.0,0
280,tongchuan,CN,35.08,109.09,86.41,5.23,light rain,42,43,0.42,0
281,port macquarie,AU,-31.43,152.92,57.99,3.0,clear sky,54,4,0.0,0
282,havoysund,NO,71.0,24.66,44.6,4.7,light intensity drizzle,87,75,0.0,0
283,kerema,PG,-7.96,145.78,79.21,9.89,scattered clouds,76,44,0.0,0
284,luganville,VU,-15.53,167.17,78.8,3.36,broken clouds,78,75,0.0,0
285,tateyama,JP,34.98,139.87,77.0,17.22,light intensity shower rain,94,75,0.0,0
286,mount gambier,AU,-37.83,140.77,53.6,17.22,overcast clouds,87,90,0.0,0
287,sayyan,YE,15.17,44.32,74.19,13.49,broken clouds,31,80,0.0,0
288,alugan,PH,12.22,125.48,83.44,8.72,moderate rain,78,98,1.76,0
289,roma,US,43.21,-75.46,63.0,0.85,clear sky,88,1,0.0,0
290,mishkino,RU,55.34,63.92,69.82,3.78,light rain,68,49,0.7,0
291,the valley,AI,18.22,-63.06,82.4,9.17,scattered clouds,74,40,0.0,0
292,penzance,GB,50.12,-5.54,60.01,20.8,overcast clouds,100,90,0.0,0
293,tongzi,CN,28.78,105.09,83.39,5.44,overcast clouds,73,99,0.0,0
294,bandarbeyla,SO,9.49,50.81,85.66,30.78,overcast clouds,50,100,0.0,0
295,beloha,MG,-25.17,45.05,68.56,11.1,scattered clouds,74,38,0.0,0
296,shiozawa,JP,37.03,138.85,78.01,0.94,light rain,92,90,0.27,0
297,aasiaat,GL,68.71,-52.87,38.46,7.58,clear sky,89,0,0.0,0
298,kawambwa,ZM,-9.79,29.08,58.86,13.29,scattered clouds,52,25,0.0,0
299,vardo,NO,70.37,31.11,48.56,15.37,overcast clouds,94,100,0.0,0
300,acarau,BR,-2.89,-40.12,76.26,11.56,scattered clouds,88,28,0.0,0
301,huoqiu,CN,32.34,116.27,82.89,8.41,overcast clouds,70,87,0.0,0
302,los llanos de aridane,ES,28.66,-17.92,69.8,17.22,overcast clouds,73,90,0.0,0
303,asau,RO,46.43,26.4,71.01,5.14,light rain,82,20,0.11,0
304,yeniseysk,RU,58.45,92.17,89.11,3.94,few clouds,44,11,0.0,0
305,bardiyah,LY,31.76,25.09,77.07,9.04,clear sky,68,0,0.0,0
306,asuncion nochixtlan,MX,17.47,-97.23,56.44,3.74,overcast clouds,92,95,0.0,0
307,yulara,AU,-25.24,130.99,62.6,14.99,overcast clouds,33,95,0.0,0
308,siimusti,EE,58.73,26.34,63.0,5.82,broken clouds,82,78,0.0,0
309,lekoni,GA,-1.58,14.26,71.82,7.07,overcast clouds,82,94,0.0,0
310,hebi,CN,35.9,114.19,86.0,7.29,broken clouds,49,79,0.0,0
311,esperance,AU,-33.87,121.9,62.6,17.22,broken clouds,59,74,0.0,0
312,tigil,RU,57.8,158.67,59.67,11.72,scattered clouds,50,49,0.0,0
313,chapais,CA,49.78,-74.85,57.2,4.7,clear sky,58,1,0.0,0
314,tabory,RU,58.52,64.55,70.9,1.59,light rain,72,63,0.88,0
315,coaldale,CA,49.72,-112.62,60.8,6.93,thunderstorm with light rain,77,90,0.0,0
316,maniitsoq,GL,65.42,-52.9,43.7,1.86,overcast clouds,79,97,0.0,0
317,ciudad bolivar,VE,8.12,-63.55,76.62,8.52,overcast clouds,85,87,0.0,0
318,nuevo progreso,MX,23.17,-97.95,77.0,4.03,clear sky,68,6,0.0,0
319,aljezur,PT,37.32,-8.8,64.99,8.86,clear sky,64,0,0.0,0
320,lubao,PH,14.92,120.55,91.4,4.7,broken clouds,59,75,0.0,0
321,carupano,VE,10.67,-63.26,76.93,7.09,overcast clouds,86,100,0.0,0
322,aykhal,RU,66.0,111.5,51.8,11.18,overcast clouds,57,90,0.0,0
323,san andres,CO,12.58,-81.7,82.4,9.17,broken clouds,83,75,0.0,0
324,noumea,NC,-22.28,166.46,77.0,5.82,broken clouds,53,60,0.0,0
